City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
485,Aguimes,ES,2020-05-08 14:12:28,27.91,-15.45,75.2,57,20,27.51,few clouds,0.000,0
486,Kulhudhuffushi,MV,2020-05-08 14:12:28,6.62,73.07,85.08,73,98,6.06,overcast clouds,0.000,0
487,Khash,IR,2020-05-08 14:12:28,28.22,61.22,88.12,12,0,14.03,clear sky,0.000,0
488,Nha Trang,VN,2020-05-08 14:12:29,12.25,109.18,87.8,84,20,6.93,few clouds,0.000,0
489,Itarema,BR,2020-05-08 14:12:29,-2.92,-39.92,85.24,72,100,6.78,overcast clouds,0.000,0
490,Portobelo,PA,2020-05-08 14:12:29,9.55,-79.65,87.01,78,20,3.36,few clouds,0.000,0
491,Tete,MZ,2020-05-08 14:12:29,-16.16,33.59,84.2,42,40,8.05,scattered clouds,0.000,0
492,Yanam,IN,2020-05-08 14:09:16,16.73,82.22,83.39,80,55,6.73,broken clouds,0.000,0
493,Bismarck,US,2020-05-08 14:11:28,46.81,-100.78,43.0,59,1,5.17,clear sky,0.000,0
494,Kathmandu,NP,2020-05-08 14:10:11,27.72,85.32,68.0,68,40,8.05,scattered clouds,0.000,0
495,Rawah,IQ,2020-05-08 14:12:30,34.48,41.91,89.38,14,0,12.06,clear sky,0.000,0
496,Brigantine,US,2020-05-08 14:12:30,39.41,-74.36,57.2,47,1,8.05,clear sky,0.000,0
497,San Francisco,US,2020-05-08 14:12:30,37.77,-122.42,57.99,81,75,6.93,broken clouds,0.000,0
498,Jinxi,CN,2020-05-08 14:12:31,30.43,116.29,69.91,87,98,5.01,overcast clouds,0.000,0
499,Cap Malheureux,MU,2020-05-08 14:12:31,-19.98,57.61,77.0,82,5,3.0,light rain,0.000,0
500,Arman,RU,2020-05-08 14:12:31,59.7,150.17,33.01,90,25,1.79,scattered clouds,0.000,0
501,Sao Joao Da Barra,BR,2020-05-08 14:12:31,-21.64,-41.05,75.2,60,100,6.93,overcast clouds,0.000,0
502,Aflao,TG,2020-05-08 14:12:32,6.12,1.19,91.4,66,20,10.29,few clouds,0.000,0
503,Dongsheng,CN,2020-05-08 14:12:32,39.82,109.98,53.4,42,99,8.81,overcast clouds,0.000,0
504,Mazagao,BR,2020-05-08 14:09:17,-0.12,-51.29,86.0,79,75,9.17,broken clouds,0.000,0
505,Visnes,NO,2020-05-08 14:12:32,59.36,5.22,51.01,76,40,14.99,light intensity shower rain,0.000,0
506,Dali,CN,2020-05-08 14:10:32,25.7,100.18,61.88,62,0,6.24,clear sky,0.000,0
507,Saint Anthony,US,2020-05-08 14:12:33,45.02,-93.22,37.99,40,1,13.87,clear sky,0.000,0
508,Sobolevo,RU,2020-05-08 14:12:33,54.43,31.9,53.8,49,22,8.66,few clouds,0.000,0
509,Santa Cruz De La Palma,ES,2020-05-08 14:12:33,28.68,-17.76,73.4,64,40,4.7,scattered clouds,0.000,0
510,Hay River,CA,2020-05-08 14:12:33,60.82,-115.8,37.4,85,40,5.82,scattered clouds,0.000,0
511,Filadelfia,US,2020-05-08 14:11:35,39.95,-75.16,54.0,46,75,5.82,broken clouds,0.000,0
512,Casper,US,2020-05-08 14:08:03,42.87,-106.31,28.4,92,1,4.7,clear sky,0.000,0
513,Luderitz,NA,2020-05-08 14:12:34,-26.65,15.16,77.0,41,0,11.41,clear sky,0.000,0
514,Lompoc,US,2020-05-08 14:07:39,34.64,-120.46,57.0,81,1,4.7,clear sky,0.000,0
515,Fort Saint James,CA,2020-05-08 14:12:34,54.43,-124.25,41.81,83,96,1.54,overcast clouds,0.000,0
516,Tateyama,JP,2020-05-08 14:12:34,34.98,139.87,64.0,92,91,5.01,overcast clouds,0.000,0
517,Colares,PT,2020-05-08 14:12:34,38.8,-9.45,70.0,68,75,8.05,broken clouds,0.000,0
518,Reconquista,AR,2020-05-08 14:12:35,-29.15,-59.65,58.87,54,0,8.63,clear sky,0.000,0
519,Sorland,NO,2020-05-08 14:11:34,67.67,12.69,37.4,69,40,14.99,scattered clouds,0.000,0
520,Tsevie,TG,2020-05-08 14:12:35,6.43,1.21,91.4,66,20,10.29,few clouds,0.000,0
521,Souillac,MU,2020-05-08 14:12:35,-20.52,57.52,77.0,88,20,3.36,few clouds,0.000,0
522,Yurga,RU,2020-05-08 14:12:35,55.72,84.89,55.44,55,0,4.68,clear sky,0.000,0
523,Daru,PG,2020-05-08 14:12:36,-9.08,143.21,79.65,82,45,12.21,scattered clouds,0.000,0
524,Boyolangu,ID,2020-05-08 14:12:36,-8.12,111.89,78.1,90,100,2.55,light rain,0.000,0
525,Bandipur,NP,2020-05-08 14:12:36,27.93,84.42,69.69,40,0,1.36,clear sky,0.000,0
526,Sidmouth,GB,2020-05-08 14:11:40,50.69,-3.24,70.0,37,64,9.17,broken clouds,0.000,0
527,Bonthe,SL,2020-05-08 14:12:37,7.53,-12.51,88.12,66,99,10.6,overcast clouds,0.000,0
528,Port-Gentil,GA,2020-05-08 14:12:37,-0.72,8.78,87.8,74,40,4.7,scattered clouds,0.000,0
529,Celestun,MX,2020-05-08 14:12:37,20.87,-90.4,79.23,66,100,9.46,overcast clouds,0.000,0
530,Aksu,CN,2020-05-08 14:12:37,41.12,80.26,70.25,25,85,1.81,overcast clouds,0.000,0
531,Abu Dhabi,AE,2020-05-08 14:12:38,24.47,54.37,91.4,36,0,16.11,clear sky,0.000,0
532,Belmonte,BR,2020-05-08 14:12:38,-15.86,-38.88,73.4,83,75,6.93,broken clouds,0.000,0
533,Karratha,AU,2020-05-08 14:12:38,-20.74,116.85,77.47,68,0,6.69,clear sky,0.000,0
534,Santa Rosa,PH,2020-05-08 14:12:38,14.31,121.11,88.0,74,40,5.82,scattered clouds,0.000,0
535,Noshiro,JP,2020-05-08 14:12:38,40.2,140.02,50.13,65,100,1.48,overcast clouds,0.000,0
536,Nadym,RU,2020-05-08 14:12:38,65.53,72.52,54.05,77,100,16.37,overcast clouds,0.000,0
537,Beyneu,KZ,2020-05-08 14:12:39,45.32,55.2,81.16,26,46,6.15,scattered clouds,0.000,0
538,Waw,SS,2020-05-08 14:10:05,7.7,28.0,85.42,58,85,5.59,light rain,0.000,0
539,Andros Town,BS,2020-05-08 14:12:39,24.7,-77.77,77.0,50,20,10.29,few clouds,0.000,0
540,Acapulco,MX,2020-05-08 14:11:51,16.86,-99.89,73.4,78,40,2.24,haze,0.000,0
541,Kutum,SD,2020-05-08 14:12:39,14.2,24.67,92.37,12,93,18.37,overcast clouds,0.000,0
542,San Cristobal,VE,2020-05-08 14:12:39,7.77,-72.22,87.8,52,20,4.7,few clouds,0.000,0
543,Turka,UA,2020-05-08 14:12:40,49.15,23.03,63.0,35,76,1.99,broken clouds,0.000,0
544,Naliya,IN,2020-05-08 14:12:40,23.27,68.83,83.98,76,0,12.41,clear sky,0.000,0
545,Tabou,CI,2020-05-08 14:12:40,4.42,-7.35,85.77,71,81,9.64,broken clouds,0.000,0
546,Kalianget,ID,2020-05-08 14:12:41,-7.05,113.93,83.64,80,73,10.25,broken clouds,0.000,0
547,Bentiu,SS,2020-05-08 14:12:41,9.23,29.83,96.89,32,74,5.7,broken clouds,0.000,0
548,Acarau,BR,2020-05-08 14:12:42,-2.89,-40.12,84.92,71,100,5.39,overcast clouds,0.000,0
549,Korla,CN,2020-05-08 14:12:42,41.76,86.15,69.08,22,2,8.41,clear sky,0.000,0
550,Dauriya,RU,2020-05-08 14:12:42,49.93,116.87,54.48,36,93,6.85,overcast clouds,0.000,0
551,The Pas,CA,2020-05-08 14:12:42,53.83,-101.25,30.2,68,90,10.29,overcast clouds,0.000,0
552,Tondano,ID,2020-05-08 14:12:43,1.3,124.91,78.8,94,20,3.36,few clouds,0.000,0
553,Anadyr,RU,2020-05-08 14:08:03,64.75,177.48,39.2,64,100,17.9,overcast clouds,0.000,0
554,Arcata,US,2020-05-08 14:12:43,40.87,-124.08,51.01,100,90,3.36,overcast clouds,0.000,0
555,Talara,PE,2020-05-08 14:12:43,-4.58,-81.27,78.8,57,9,17.22,clear sky,0.000,0
556,Zilair,RU,2020-05-08 14:12:43,52.23,57.44,66.6,34,0,7.83,clear sky,0.000,0
557,Republic,US,2020-05-08 14:12:43,37.12,-93.48,52.0,87,90,26.4,light rain,0.000,0
558,Gagino,RU,2020-05-08 14:12:44,55.23,45.03,59.04,91,100,3.94,light rain,0.000,0
559,Chestermere,CA,2020-05-08 14:12:44,51.03,-113.82,44.01,87,90,14.99,shower rain,0.000,0
